Date,Open,High,Low,Close,Adj Close,Volume
2019-11-25,116.599998,118.459999,116.599998,117.470001,116.864273,2939300
2019-11-26,117.470001,118.110001,117.000000,117.089996,116.486229,4704900
2019-11-27,117.730003,117.900002,116.620003,117.440002,116.834427,1798200
2019-11-29,117.230003,118.040001,117.169998,117.349998,116.744888,1243900
2019-12-02,117.519997,118.250000,116.099998,116.739998,116.138031,2199700
2019-12-03,116.400002,117.919998,115.919998,117.610001,117.003548,2786000
2019-12-04,118.279999,118.839996,117.570000,118.669998,118.058083,2597000
2019-12-05,118.400002,119.919998,117.540001,119.769997,119.152405,3003200
2019-12-06,119.970001,120.709999,119.580002,119.639999,119.023079,2462800
2019-12-09,119.529999,120.839996,118.940002,120.239998,119.619987,2335100
2019-12-10,120.559998,121.150002,120.110001,120.650002,120.027878,3592600
2019-12-11,120.559998,121.199997,119.980003,120.779999,120.157204,3438100
2019-12-12,120.559998,121.930000,120.559998,121.699997,121.072456,2959400
2019-12-13,121.980003,122.190002,120.720001,121.529999,120.903336,3343900
2019-12-16,123.070000,124.260002,122.059998,122.849998,122.216530,3468400
2019-12-17,124.000000,127.029999,123.309998,125.330002,124.683746,6718800
2019-12-18,127.879997,129.979996,127.690002,129.479996,128.812332,8173000
2019-12-19,129.080002,130.990005,128.339996,130.850006,130.175278,4423400
2019-12-20,132.490005,137.000000,131.240005,132.429993,131.747116,9229900
2019-12-23,132.389999,132.580002,131.029999,131.149994,130.473724,2473400
2019-12-24,131.070007,131.210007,130.130005,131.110001,130.433945,1215800
2019-12-26,131.000000,131.699997,130.660004,131.139999,130.463776,1272000
2019-12-27,131.570007,131.770004,130.839996,131.520004,130.841827,2161300
2019-12-30,131.520004,131.929993,130.869995,131.300003,130.622955,1856200
2019-12-31,131.179993,131.520004,130.500000,131.429993,130.752274,1549800
2020-01-02,131.770004,132.259995,130.729996,132.210007,131.528275,2204200
2020-01-03,130.300003,132.470001,130.229996,131.770004,131.090530,1963500
2020-01-06,131.419998,132.559998,130.940002,132.259995,131.578003,2102900
2020-01-07,131.699997,132.929993,131.699997,132.509995,131.826706,2448300
2020-01-08,132.460007,134.210007,132.009995,133.710007,133.020538,5188600
2020-01-09,134.550003,136.360001,134.009995,135.919998,135.219131,4522800
2020-01-10,135.779999,138.270004,135.529999,138.000000,137.288406,4177600
2020-01-13,138.199997,139.990005,137.889999,138.940002,138.223572,5117100
2020-01-14,138.990005,140.899994,138.119995,140.649994,139.924744,4685200
2020-01-15,140.580002,141.690002,140.009995,141.110001,140.382370,3676500
2020-01-16,141.830002,141.970001,139.850006,141.429993,140.700714,3794800
2020-01-17,140.880005,141.740005,139.360001,139.580002,138.860260,5393200
2020-01-21,139.500000,141.570007,138.429993,140.910004,140.183411,4849500
2020-01-22,141.250000,142.250000,140.690002,141.559998,140.830048,2742100
2020-01-23,141.250000,141.740005,139.880005,141.210007,140.481857,3138700
2020-01-24,141.850006,141.990005,138.699997,139.070007,138.352905,3183300
2020-01-27,137.339996,139.100006,137.339996,138.309998,137.596802,2826400
2020-01-28,138.690002,139.880005,138.229996,139.259995,138.541901,2649100
2020-01-29,139.509995,141.139999,138.970001,139.919998,139.198502,2815500
2020-01-30,138.179993,143.720001,138.100006,142.669998,141.934326,5243400
2020-01-31,142.850006,142.850006,139.470001,139.639999,138.919952,3913500
2020-02-03,140.529999,141.570007,139.679993,141.000000,140.272934,5137800
2020-02-04,142.300003,144.070007,141.779999,143.440002,142.700363,3177500
2020-02-05,144.779999,147.360001,144.529999,147.350006,146.590195,4060900
2020-02-06,147.740005,147.869995,146.809998,147.300003,146.540451,3285000
2020-02-07,147.220001,147.220001,145.380005,146.410004,145.655045,2670400
2020-02-10,141.500000,145.550003,141.119995,145.509995,144.759674,4892100
2020-02-11,145.729996,145.860001,143.179993,144.250000,143.506180,2976400
2020-02-12,144.669998,144.899994,143.490005,143.509995,142.769989,3953200
2020-02-13,142.860001,143.740005,141.789993,141.800003,141.800003,3455500
2020-02-14,142.250000,142.320007,140.570007,141.119995,141.119995,2273700
2020-02-18,141.020004,141.960007,140.529999,141.009995,141.009995,2858200
2020-02-19,141.619995,141.839996,140.360001,140.830002,140.830002,3082800
2020-02-20,141.630005,142.809998,141.199997,142.000000,142.000000,3417000
2020-02-21,141.339996,142.649994,140.330002,142.039993,142.039993,2900900
2020-02-24,139.279999,141.589996,137.869995,138.149994,138.149994,4727400
2020-02-25,138.940002,139.229996,134.619995,135.410004,135.410004,3401600
2020-02-26,136.029999,137.020004,133.309998,133.529999,133.529999,4659000
2020-02-27,133.330002,134.669998,129.050003,129.190002,129.190002,4292800
2020-02-28,126.379997,126.800003,121.510002,126.129997,126.129997,7898300
2020-03-02,127.739998,133.000000,126.209999,132.839996,132.839996,7355700
2020-03-03,133.279999,135.649994,128.690002,130.309998,130.309998,6936600
2020-03-04,133.029999,140.860001,133.000000,140.380005,140.380005,5301900
2020-03-05,138.380005,141.910004,137.529999,140.149994,140.149994,6882100
2020-03-06,136.119995,142.360001,135.550003,141.460007,141.460007,8010700
2020-03-09,134.020004,140.929993,133.309998,135.720001,135.720001,5351300
2020-03-10,139.229996,141.929993,134.720001,141.190002,141.190002,5961200
2020-03-11,139.460007,141.839996,137.389999,140.020004,140.020004,7211800
2020-03-12,130.789993,136.500000,125.930000,126.019997,126.019997,7836300
2020-03-13,132.949997,139.369995,128.509995,139.369995,139.369995,6841700
2020-03-16,131.000000,138.679993,128.250000,129.380005,129.380005,6619700
2020-03-17,133.210007,143.589996,131.100006,143.199997,143.199997,8909200
2020-03-18,136.339996,144.000000,134.080002,143.089996,143.089996,6734600
2020-03-19,142.490005,142.979996,131.119995,133.089996,133.089996,6554800
2020-03-20,132.160004,132.250000,120.230003,122.400002,122.400002,9113500
2020-03-23,120.949997,126.879997,117.059998,119.050003,119.050003,7299300
2020-03-24,123.239998,124.599998,117.410004,122.889999,122.889999,6827300
2020-03-25,120.120003,126.139999,119.209999,121.940002,121.940002,6472100
2020-03-26,123.290001,135.740005,121.940002,134.350006,134.350006,6723600
2020-03-27,130.649994,137.610001,130.199997,134.110001,134.110001,4717400
2020-03-30,133.869995,141.770004,133.509995,138.440002,138.440002,5057400
2020-03-31,136.960007,142.020004,134.520004,138.720001,138.720001,7560100
2020-04-01,134.000000,137.190002,132.979996,136.419998,136.419998,3297900
2020-04-02,135.350006,142.800003,133.029999,142.179993,142.179993,4725000
2020-04-03,140.919998,144.600006,138.460007,139.660004,139.660004,4013200
2020-04-06,142.270004,143.500000,140.300003,141.610001,141.610001,4159900
2020-04-07,143.130005,144.800003,140.050003,141.880005,141.880005,3900600
2020-04-08,142.050003,146.389999,140.520004,145.750000,145.750000,2005692
